product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_time_alt,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,total_cost,profit,delay_risk,stock_risk
skincare,SKU1073,45.21,2,473,19686.036733,Non-binary,90,35,71,10,Carrier A,5.9812594831,Supplier 5,Delhi,41,281,12,78.5949902436,Pending,4.608489306551902,Road,Route B,580.156896,84.5762497267,19601.460483273302,1,1
haircare,SKU1074,49.75,42,151,7916.278653,Female,58,28,88,7,Carrier B,3.8197923443,Supplier 2,Chennai,38,91,56,90.4500976552,Fail,3.07834439836525,Rail,Route C,179.362055,94.2698899995,7822.0087630005,1,1
haircare,SKU1075,38.8,25,890,35074.567165,Female,85,7,22,13,Carrier C,1.6768344493,Supplier 4,Bangalore,44,1082,54,82.7868006119,Pass,4.411451477351054,Road,Route A,866.737674,84.46363506120001,34990.1035299388,1,1
cosmetics,SKU1076,30.94,31,593,17123.89019,Non-binary,46,1,134,10,Carrier B,16.5750322776,Supplier 5,Kolkata,38,68,18,85.6613357756,Pending,3.285787265495844,Air,Route B,891.128775,102.2363680532,17021.6538219468,1,1
skincare,SKU1077,43.09,69,523,22876.0984,Female,102,46,154,13,Carrier C,3.5603623167,Supplier 2,Bangalore,49,274,40,16.0907646903,Pass,4.425718151487848,Rail,Route C,931.844371,19.651127007,22856.447272993,1,1
haircare,SKU1078,32.03,26,893,27294.630231,Female,160,49,173,4,Carrier B,2.4771634341,Supplier 1,Kolkata,32,1165,25,37.4516783974,Pass,0.752947141092596,Rail,Route C,585.181131,39.9288418315,27254.7013891685,1,1
haircare,SKU1079,50.86,33,35,1758.289221,Male,151,19,48,13,Carrier A,10.3844578492,Supplier 3,Mumbai,31,1361,15,38.8741830273,Pass,1.975866763948722,Air,Route C,116.493552,49.258640876499996,1709.0305801235,0,0
skincare,SKU1080,74.78,87,439,34538.992111,Male,110,32,171,12,Carrier A,1.0827106384,Supplier 3,Mumbai,27,594,12,97.0839273988,Pass,0.707873967563911,Road,Route B,666.517969,98.1666380372,34440.8254729628,0,1
skincare,SKU1081,57.77,52,94,5838.896393,Female,181,11,34,11,Carrier B,5.7047305822,Supplier 2,Chennai,41,580,32,50.7721612241,Pending,4.2167867489918,Rail,Route A,467.312621,56.4768918063,5782.4195011937,1,0
skincare,SKU1082,13.2,4,952,13162.112469,Unknown,64,24,67,14,Carrier C,2.1609561732,Supplier 2,Delhi,58,128,24,12.7677646459,Pending,0.747164246194366,Rail,Route C,855.524388,14.9287208191,13147.1837481809,1,1
skincare,SKU1083,15.24,67,93,1433.556127,Unknown,196,11,186,10,Carrier C,5.1799459007,Supplier 4,Chennai,20,865,31,79.0466152959,Pending,3.494987287245301,Road,Route C,881.824505,84.2265611966,1349.3295658034,0,0
haircare,SKU1084,76.91,33,811,60882.578208,Non-binary,80,49,187,5,Carrier C,13.952840304,Supplier 4,Bangalore,35,1396,44,44.9004841702,Pass,1.868409488368082,Road,Route A,616.5257,58.8533244742,60823.7248835258,1,1
haircare,SKU1085,34.99,95,713,25111.955318,Non-binary,100,24,98,3,Carrier A,10.35694183,Supplier 3,Kolkata,51,1109,19,90.8261071456,Pending,1.619130853102212,Air,Route A,475.984604,101.1830489756,25010.7722690244,1,1
haircare,SKU1086,48.02,63,610,26635.50582,Female,17,2,36,6,Carrier C,18.3876740508,Supplier 1,Chennai,45,1416,42,46.5910817411,Pass,0.982072358167175,Air,Route A,751.311431,64.9787557919,26570.527064208098,1,1
skincare,SKU1087,48.44,65,575,27111.528974,Male,177,44,113,14,Carrier B,2.8045726529,Supplier 4,Chennai,25,958,13,65.9135580333,Pass,3.554165383365173,Road,Route B,694.1075,68.71813068620001,27042.8108433138,0,1
skincare,SKU1088,89.84,23,702,58860.208991,Female,119,17,137,1,Carrier A,17.7088503242,Supplier 5,Bangalore,42,1223,25,75.8565976227,Pending,3.918346237201032,Rail,Route A,967.401223,93.5654479469,58766.6435430531,1,1
cosmetics,SKU1089,40.87,35,136,5159.629905,Non-binary,110,36,143,8,Carrier B,17.7490899128,Supplier 2,Bangalore,13,1089,43,69.4169197748,Pass,4.387021954267564,Road,Route C,287.637586,87.1660096876,5072.4638953123995,0,1
haircare,SKU1090,14.6,1,93,1427.212831,Non-binary,38,37,69,10,Carrier A,14.8826088128,Supplier 3,Chennai,29,424,17,22.4608468291,Pending,0.656597533779558,Road,Route C,991.178641,37.3434556419,1389.8693753581001,0,1
cosmetics,SKU1091,11.85,35,349,4195.100561,Male,83,17,85,9,Carrier C,4.4943289734,Supplier 2,Kolkata,34,377,45,25.0258605134,Pass,1.148157964052741,Road,Route A,731.579295,29.5201894868,4165.580371513201,1,1
skincare,SKU1092,69.75,85,533,34739.201703,Female,49,29,176,9,Carrier C,7.6424329157,Supplier 5,Bangalore,34,717,27,72.1018123584,Pass,0.341379132907779,Road,Route A,418.245852,79.7442452741,34659.4574577259,1,1
cosmetics,SKU1093,46.49,31,71,3483.748544,Male,49,7,155,3,Carrier C,2.225316914,Supplier 3,Delhi,13,1037,8,75.0568761708,Pending,1.393696545563315,Rail,Route B,230.25964,77.2821930848,3406.4663509152,0,1
haircare,SKU1094,70.1,69,858,59044.153979,Female,88,31,78,6,Carrier A,15.9688305755,Supplier 4,Kolkata,51,603,12,24.0008857398,Pass,2.567068985695202,Rail,Route C,716.540658,39.969716315300005,59004.1842626847,1,1
skincare,SKU1095,23.26,83,171,3613.85037,Male,147,1,15,5,Carrier B,10.0358314583,Supplier 1,Delhi,40,84,19,61.941740547,Pass,0.210152129007658,Air,Route A,434.708192,71.9775720053,3541.8727979947002,1,1
skincare,SKU1096,84.28,30,938,72085.949015,Male,90,24,156,9,Carrier B,4.563032911,Supplier 3,Delhi,10,1019,49,17.6724767604,Pass,4.442726413976357,Air,Route C,368.591444,22.2355096714,72063.7135053286,0,1
skincare,SKU1097,38.89,50,392,14991.780244,Male,61,25,85,11,Carrier B,16.1527766325,Supplier 3,Chennai,50,989,49,31.5132348835,Pass,1.542532267411584,Air,Route B,193.818879,47.666011516,14944.114232484,1,1
skincare,SKU1098,79.34,76,355,27398.650594,Female,26,17,72,11,Carrier C,4.9536570822,Supplier 3,Kolkata,58,1118,28,52.1365506426,Pending,3.840354037096576,Air,Route A,127.249391,57.0902077248,27341.5603862752,1,1
haircare,SKU1099,72.77,22,355,25503.761736,Female,82,45,182,10,Carrier B,14.0534529234,Supplier 4,Delhi,17,112,17,24.0172238668,Pass,0.070720043456345,Air,Route A,194.669456,38.0706767902,25465.6910592098,0,1
haircare,SKU1100,19.36,14,459,8566.344043,Female,56,7,97,1,Carrier B,13.0840342758,Supplier 4,Bangalore,45,436,51,93.8175081073,Pass,3.668971022257465,Air,Route C,152.556602,106.90154238310001,8459.442500616899,1,1
haircare,SKU1101,86.73,53,986,89997.464717,Female,172,51,46,7,Carrier C,6.9279736738,Supplier 1,Chennai,25,845,52,51.1974430644,Pass,3.020378774058436,Road,Route B,612.217452,58.1254167382,89939.3393002618,0,1
skincare,SKU1102,68.22,95,976,60769.911315,Male,23,20,169,3,Carrier A,16.9830687647,Supplier 4,Delhi,52,1072,56,63.3195505071,Pass,4.024602702627753,Road,Route A,918.596432,80.3026192718,60689.608695728195,1,1
haircare,SKU1103,75.64,32,294,23412.137063,Male,108,40,161,12,Carrier C,18.1836931742,Supplier 3,Chennai,25,1291,56,43.7452945515,Pass,4.704326148157554,Rail,Route C,585.563602,61.9289877257,23350.2080752743,0,1
skincare,SKU1104,18.93,80,831,14424.401285,Female,58,22,80,9,Carrier B,13.8009636223,Supplier 1,Bangalore,15,192,39,55.4878833874,Pass,4.483576093206542,Road,Route B,603.105885,69.28884700969999,14355.1124379903,0,1
skincare,SKU1105,15.56,70,277,4038.703886,Female,18,53,59,10,Carrier B,3.4349447067,Supplier 4,Bangalore,32,388,57,38.4052263419,Pending,4.848602135048489,Road,Route B,318.424959,41.8401710486,3996.8637149513997,1,1
skincare,SKU1106,85.06,9,208,18622.903936,Non-binary,37,11,100,14,Carrier A,9.8954386155,Supplier 3,Chennai,25,1485,7,12.4854451536,Pending,1.506879650023803,Road,Route B,711.887333,22.380883769100002,18600.5230522309,0,1
cosmetics,SKU1107,65.96,4,791,49078.395784,Female,68,50,177,14,Carrier B,19.3855832404,Supplier 3,Chennai,40,1134,43,87.3733499384,Pass,2.030112657290677,Sea,Route B,179.410893,106.75893317879999,48971.6368508212,1,1
skincare,SKU1108,58.57,17,815,51560.779685,Male,123,20,118,6,Carrier A,7.5151502275,Supplier 1,Mumbai,51,1191,40,63.5029156953,Pending,4.069595438191616,Rail,Route A,271.872008,71.01806592279999,51489.7616190772,1,1
skincare,SKU1109,69.85,33,298,19654.08046,Female,34,53,169,7,Carrier B,4.0468230065,Supplier 3,Kolkata,59,271,37,54.8656719872,Fail,1.681032704462873,Rail,Route C,699.127793,58.9124949937,19595.1679650063,1,1
haircare,SKU1110,16.54,26,551,8648.671747,Male,45,22,76,1,Carrier A,11.5766860404,Supplier 2,Mumbai,35,1180,28,91.4589659141,Pending,3.705199974424343,Rail,Route A,833.120853,103.03565195450001,8545.6360950455,1,1
cosmetics,SKU1111,39.36,98,743,29389.118872,Male,173,28,135,13,Carrier C,4.0443467444,Supplier 5,Mumbai,45,820,17,22.1705788706,Pass,1.607264614287002,Rail,Route C,677.412987,26.214925615,29362.903946385,1,1
haircare,SKU1112,45.82,52,488,23113.75634,Male,47,37,108,12,Carrier C,7.9515623598,Supplier 3,Bangalore,12,266,48,80.3668185541,Pass,0.730069387235147,Road,Route B,192.171811,88.3183809139,23025.4379590861,0,1
skincare,SKU1113,38.94,69,920,38217.946172,Non-binary,80,12,148,3,Carrier C,4.9468715618,Supplier 5,Kolkata,33,1329,57,75.9672700949,Pass,4.74214964935045,Air,Route B,647.291068,80.9141416567,38137.0320303433,1,1
skincare,SKU1114,49.08,71,441,23633.620555,Male,104,32,17,7,Carrier B,7.9127185777,Supplier 2,Delhi,42,1216,34,74.2602437671,Pass,2.75857346399902,Air,Route B,566.009353,82.1729623448,23551.4475926552,1,1
skincare,SKU1115,55.54,74,713,36162.789214,Female,145,36,173,12,Carrier B,5.6810565739,Supplier 3,Kolkata,11,848,5,86.1371330189,Pass,3.557027994640012,Rail,Route C,808.362552,91.8181895928,36070.9710244072,0,1
skincare,SKU1116,84.69,13,975,76874.540486,Female,66,30,67,4,Carrier B,11.0395806846,Supplier 3,Mumbai,52,418,52,61.5399853125,Pass,3.886543140652198,Sea,Route A,992.139849,72.5795659971,76801.9609200029,1,1
skincare,SKU1117,85.81,81,134,10625.858312,Male,74,7,54,13,Carrier A,8.1538731732,Supplier 3,Delhi,59,351,33,79.048304556,Pending,0.278984035828403,Road,Route C,421.283625,87.2021777292,10538.656134270801,1,1
skincare,SKU1118,72.88,22,622,47753.44269,Female,99,44,16,11,Carrier B,15.1665696415,Supplier 2,Bangalore,57,971,39,44.7006592099,Pass,4.085226908986858,Sea,Route B,851.921777,59.8672288514,47693.575461148605,1,1
haircare,SKU1119,9.77,21,696,7420.819817,Male,123,37,128,5,Carrier B,5.7749462158,Supplier 5,Chennai,50,1203,53,27.6082971897,Pass,3.755744789928314,Road,Route A,862.778803,33.3832434055,7387.436573594499,1,1
cosmetics,SKU1120,61.61,52,561,34563.640841,Male,117,16,63,7,Carrier A,8.3707664379,Supplier 2,Bangalore,35,453,21,99.5528102505,Pass,4.500241549975437,Road,Route A,713.528645,107.9235766884,34455.7172643116,1,1
skincare,SKU1121,20.8,44,129,2925.908298,Unknown,35,15,47,12,Carrier B,15.6667101326,Supplier 5,Delhi,45,1265,28,76.4434612674,Pass,1.583371451993026,Road,Route B,808.937858,92.1101714,2833.7981265999997,1,1
skincare,SKU1122,40.09,95,145,6212.56699,Female,125,48,174,4,Carrier C,6.9314811196,Supplier 5,Delhi,28,1228,12,87.9297481657,Pass,4.115617816521604,Road,Route A,189.75124,94.8612292853,6117.7057607147,0,1
skincare,SKU1123,88.88,48,795,65630.898441,Male,34,34,153,4,Carrier B,17.782098597,Supplier 1,Bangalore,25,667,24,62.2652379529,Fail,4.451591136696473,Sea,Route B,560.870609,80.0473365499,65550.85110445009,0,1
cosmetics,SKU1124,45.17,47,30,1288.252474,Male,138,24,174,10,Carrier B,10.2821767795,Supplier 5,Bangalore,47,743,45,48.1220136103,Pass,1.294670449334528,Sea,Route A,350.706442,58.4041903898,1229.8482836101998,1,0
skincare,SKU1125,89.98,14,119,10960.400098,Male,25,49,115,1,Carrier A,17.9101382192,Supplier 5,Delhi,33,1354,25,58.7325544672,Pending,0.2104373916134,Road,Route C,236.44789,76.64269268640001,10883.7574053136,1,1
haircare,SKU1126,70.7,46,45,2983.010761,Female,49,51,22,12,Carrier A,19.6629287495,Supplier 4,Delhi,43,82,46,50.63129614,Pass,3.915846858371569,Road,Route C,326.887359,70.2942248895,2912.7165361105,1,0
cosmetics,SKU1127,54.83,53,140,7527.942823,Male,104,48,49,8,Carrier B,5.4747745796,Supplier 3,Mumbai,44,260,44,12.0757048298,Pass,3.497917199027665,Road,Route A,918.549139,17.550479409399998,7510.3923435906,1,1
haircare,SKU1128,89.21,18,294,24046.125353,Non-binary,45,18,80,10,Carrier B,7.6530691074,Supplier 1,Kolkata,26,1147,30,51.6993345205,Pass,2.715556267981508,Road,Route C,680.576053,59.3524036279,23986.772949372098,0,1
skincare,SKU1129,20.12,87,430,8402.826508,Female,78,1,35,3,Carrier A,16.5923154209,Supplier 4,Kolkata,42,1246,43,51.8579796623,Fail,4.999358476987928,Air,Route A,588.7746,68.45029508319999,8334.3762129168,1,1
skincare,SKU1130,19.41,7,648,11537.685462,Female,89,44,18,14,Carrier B,5.7595303408,Supplier 3,Kolkata,37,739,59,83.5216039085,Fail,0.031333258822219,Air,Route B,296.981643,89.2811342493,11448.404327750699,1,1
cosmetics,SKU1131,70.72,18,659,42259.280005,Female,88,36,63,1,Carrier B,9.2827553269,Supplier 3,Mumbai,40,341,47,62.2914612623,Pass,4.854528533410197,Road,Route A,626.494581,71.57421658919999,42187.7057884108,1,1
skincare,SKU1132,56.21,33,399,22505.174064,Non-binary,9,15,46,11,Carrier C,14.3314710062,Supplier 5,Chennai,49,703,47,92.6880109182,Pass,4.942897458169389,Rail,Route C,694.16945,107.01948192440001,22398.1545820756,1,1
haircare,SKU1133,25.72,86,136,3788.999447,Female,145,28,165,11,Carrier C,7.1016417675,Supplier 5,Bangalore,8,1242,49,87.4315301328,Pass,2.155399341447743,Road,Route A,176.525395,94.5331719003,3694.4662750997,0,0
haircare,SKU1134,83.43,48,29,2513.42062,Male,126,44,14,4,Carrier C,8.4252105157,Supplier 1,Kolkata,6,980,49,17.1542573517,Pending,2.229566925272799,Rail,Route A,394.104561,25.5794678674,2487.8411521325997,0,0
haircare,SKU1135,80.3,60,512,42182.96393,Unknown,141,5,119,8,Carrier B,12.5495682088,Supplier 5,Delhi,52,707,52,90.6793692147,Fail,4.67293387694628,Road,Route C,284.222507,103.2289374235,42079.7349925765,1,1
skincare,SKU1136,21.53,68,702,16418.499508,Female,186,36,143,8,Carrier A,8.6124450337,Supplier 4,Chennai,46,1046,48,30.2045219562,Pending,3.869778820040338,Sea,Route C,646.949264,38.8169669899,16379.682541010101,1,1
cosmetics,SKU1137,90.33,21,334,32896.205687,Non-binary,4,29,68,14,Carrier B,19.6316128238,Supplier 5,Bangalore,5,1112,21,32.8022903993,Pass,0.311124071955386,Road,Route C,908.442685,52.4339032231,32843.7717837769,0,1
skincare,SKU1138,14.32,4,862,11273.806693,Non-binary,133,36,108,7,Carrier C,14.3473890906,Supplier 3,Mumbai,14,568,52,95.9915929266,Pass,3.608892375346291,Rail,Route C,293.879713,110.33898201720001,11163.4677109828,0,1
cosmetics,SKU1139,88.37,69,500,40702.152913,Male,195,28,192,1,Carrier A,2.3016293062,Supplier 1,Kolkata,29,1307,20,61.9421351382,Pass,3.310127549496479,Air,Route C,396.508092,64.2437644444,40637.9091485556,0,1
skincare,SKU1140,78.63,12,624,53245.887907,Female,109,34,150,14,Carrier B,19.6494830204,Supplier 4,Bangalore,31,1368,17,46.779381771,Pending,2.73856258627728,Road,Route B,348.38473,66.4288647914,53179.4590422086,0,1
haircare,SKU1141,52.31,86,740,36021.637413,Non-binary,156,17,187,2,Carrier C,12.321455017,Supplier 1,Bangalore,11,923,23,31.6275174564,Fail,1.896988300072298,Air,Route C,565.092016,43.9489724734,35977.688440526596,0,1
skincare,SKU1142,63.42,58,281,17405.293096,Female,80,44,68,1,Carrier C,11.6210583314,Supplier 2,Mumbai,56,448,15,64.49183742,Pending,1.611668910985384,Rail,Route C,342.130194,76.1128957514,17329.1802002486,1,1
cosmetics,SKU1143,31.16,59,527,14950.335361,Non-binary,39,31,82,6,Carrier C,11.5213608904,Supplier 3,Delhi,8,1493,23,67.4990565046,Pending,0.253236828215239,Rail,Route C,312.763563,79.02041739500001,14871.314943604999,0,1
skincare,SKU1144,26.42,48,421,11172.301537,Non-binary,95,8,144,11,Carrier C,6.1638295226,Supplier 2,Bangalore,57,761,26,76.115877428,Pass,3.440202511764077,Air,Route C,741.477702,82.2797069506,11090.0218300494,1,1
cosmetics,SKU1145,55.09,13,895,51116.764941,Male,30,43,108,13,Carrier B,9.7750035542,Supplier 3,Bangalore,59,422,8,86.9509908103,Pending,3.874398623730107,Road,Route C,148.841534,96.7259943645,51020.038946635505,1,1
skincare,SKU1146,73.94,32,285,20860.202142,Male,27,5,178,8,Carrier B,12.8948449388,Supplier 2,Chennai,47,138,14,42.7892144604,Pending,3.807328406097719,Road,Route B,552.761617,55.684059399199995,20804.5180826008,1,1
skincare,SKU1147,25.57,31,336,8354.011785,Non-binary,1,36,134,12,Carrier C,10.1559268351,Supplier 4,Bangalore,41,129,47,81.3802939021,Pass,3.24633287265897,Road,Route B,995.188801,91.5362207372,8262.4755642628,1,1
cosmetics,SKU1148,82.61,76,821,73971.305706,Unknown,72,24,112,14,Carrier A,3.6612921044,Supplier 5,Kolkata,51,1472,13,38.0744993941,Pass,3.252881385865283,Rail,Route C,997.288211,41.7357914985,73929.5699145015,1,1
haircare,SKU1149,17.37,36,857,16023.537676,Non-binary,89,19,197,5,Carrier C,10.3955466411,Supplier 4,Delhi,57,479,20,50.4800147409,Pending,2.804421776745522,Road,Route C,357.705498,60.875561382,15962.662114618,1,1
cosmetics,SKU1150,22.07,49,864,19341.994846,Female,46,52,181,7,Carrier C,16.0205199116,Supplier 5,Mumbai,52,719,6,25.2160355048,Pass,3.629175990478386,Road,Route A,622.510321,41.2365554164,19300.758290583603,1,1
haircare,SKU1151,76.35,37,382,30454.141897,Male,70,7,50,6,Carrier C,6.9467944674,Supplier 2,Chennai,47,1407,44,84.2440453877,Pass,1.107685632463558,Road,Route B,622.49439,91.1908398551,30362.951057144903,1,1
haircare,SKU1152,75.17,43,640,52882.64383,Female,73,46,144,13,Carrier B,13.1222053316,Supplier 5,Kolkata,25,1488,13,16.8041430005,Pass,0.449583325052314,Sea,Route B,318.53967,29.9263483321,52852.7174816679,0,1
skincare,SKU1153,82.76,81,360,27611.345526,Female,30,35,118,8,Carrier B,19.0863270508,Supplier 5,Kolkata,31,1075,14,99.7511564429,Pass,0.465299546627467,Road,Route A,789.291513,118.8374834937,27492.508042506302,0,1
haircare,SKU1154,29.71,73,293,8396.6281,Non-binary,191,55,126,9,Carrier B,3.2579103891,Supplier 4,Delhi,37,721,48,79.6358563244,Pass,0.204882545878655,Rail,Route A,749.932767,82.8937667135,8313.7343332865,1,1
skincare,SKU1155,57.6,41,357,21596.261401,Non-binary,165,56,95,14,Carrier C,18.1312393776,Supplier 4,Kolkata,5,113,16,95.5088847134,Pending,1.607659730200576,Road,Route C,809.329613,113.64012409099999,21482.621276908998,0,1
haircare,SKU1156,56.88,88,721,41794.196024,Male,126,57,149,11,Carrier B,14.757452014,Supplier 2,Kolkata,17,998,40,51.4731518178,Pass,0.896564466897404,Sea,Route C,556.784493,66.2306038318,41727.9654201682,0,1
haircare,SKU1157,53.31,29,302,16131.015584,Female,188,4,75,2,Carrier C,18.3173278509,Supplier 1,Bangalore,25,432,21,93.2180241324,Pass,4.383278358011616,Road,Route B,870.156176,111.5353519833,16019.4802320167,0,1
cosmetics,SKU1158,80.61,68,490,39176.584105,Male,160,15,24,11,Carrier B,7.9114695447,Supplier 1,Chennai,30,1454,59,56.2514241295,Fail,0.82305283045554,Road,Route B,269.6699,64.1628936742,39112.4212113258,0,1
haircare,SKU1159,73.23,59,939,68667.742307,Female,133,55,131,1,Carrier C,8.4564520394,Supplier 5,Bangalore,27,338,13,12.197288334,Pass,0.467044250380899,Road,Route B,713.874433,20.653740373399998,68647.0885666266,0,1
skincare,SKU1160,54.77,65,497,29341.481802,Female,172,9,46,7,Carrier A,19.5343194683,Supplier 3,Bangalore,40,666,9,16.7211489535,Pass,0.233843097565075,Road,Route C,368.765593,36.2554684218,29305.226333578197,1,1
skincare,SKU1161,69.83,52,224,14511.753462,Non-binary,196,45,101,12,Carrier C,16.2717069664,Supplier 2,Mumbai,52,1081,25,28.7744996831,Pass,2.653930558663948,Road,Route B,690.879763,45.0462066495,14466.7072553505,1,1
haircare,SKU1162,41.97,12,847,38617.167912,Male,145,46,134,8,Carrier C,19.4198070614,Supplier 1,Kolkata,44,743,35,49.0866383905,Pass,1.091900491930238,Road,Route B,860.726616,68.50644545189999,38548.661466548096,1,1
haircare,SKU1163,23.72,61,890,22779.168524,Unknown,179,35,181,13,Carrier A,10.8487410213,Supplier 3,Mumbai,57,297,31,81.1443120623,Pass,1.726763535187492,Sea,Route C,186.833818,91.9930530836,22687.1754709164,1,1
haircare,SKU1164,18.62,10,692,12746.74162,Female,82,59,148,8,Carrier B,4.7165709288,Supplier 2,Kolkata,16,984,30,74.3353478143,Pass,3.692413273827568,Sea,Route B,545.985112,79.05191874309999,12667.6897012569,0,1
skincare,SKU1165,16.17,43,740,11578.098582,Female,161,39,35,5,Carrier A,5.9635852869,Supplier 4,Kolkata,31,1448,46,97.2792741895,Pending,1.029162366688327,Rail,Route B,509.346795,103.2428594764,11474.8557225236,0,1
cosmetics,SKU1166,24.79,26,160,3628.953804,Female,139,10,97,8,Carrier A,2.686082164,Supplier 1,Delhi,35,905,20,91.3178103322,Fail,3.77039094140748,Rail,Route C,247.798619,94.0038924962,3534.9499115038,1,1
haircare,SKU1167,32.19,77,544,19255.133709,Female,193,7,185,11,Carrier C,15.8131946259,Supplier 4,Chennai,12,617,36,99.8426611168,Pass,4.482859164784673,Road,Route C,638.427637,115.6558557427,19139.4778532573,0,1
haircare,SKU1168,11.66,2,262,2976.001692,Male,144,5,11,10,Carrier A,16.1428598556,Supplier 1,Bangalore,12,1458,10,35.6110039072,Pending,0.938641804076815,Road,Route A,706.789144,51.7538637628,2924.2478282372,0,1
skincare,SKU1169,68.07,7,742,46469.032244,Male,26,12,126,9,Carrier C,7.8709407275,Supplier 2,Kolkata,37,652,6,37.4706140185,Pass,4.38638399394237,Road,Route B,956.393302,45.341554746,46423.690689254,1,1
haircare,SKU1170,75.85,98,945,74558.868972,Female,34,58,80,13,Carrier B,14.0087609209,Supplier 3,Delhi,14,1465,52,83.9128747401,Pass,1.872912670200901,Rail,Route B,666.280142,97.921635661,74460.947336339,0,1
skincare,SKU1171,21.11,86,254,5739.579272,Male,81,36,127,5,Carrier B,6.5118514885,Supplier 1,Chennai,58,1271,58,38.001351518,Pass,0.593364625689626,Road,Route A,654.813042,44.5132030065,5695.0660689935,1,1
cosmetics,SKU1172,16.35,82,406,6580.007366,Female,158,40,164,4,Carrier A,18.9457835425,Supplier 1,Chennai,29,400,18,43.6249850566,Pending,0.188862320099558,Rail,Route C,640.50189,62.570768599100006,6517.4365974009,0,1
skincare,SKU1173,51.53,26,199,10498.837202,Male,145,57,87,7,Carrier C,2.4481494755,Supplier 5,Bangalore,47,1149,22,51.171223747,Pending,3.750845825505398,Road,Route A,842.027542,53.6193732225,10445.2178287775,1,1
cosmetics,SKU1174,26.07,96,21,528.76709,Female,174,53,93,10,Carrier A,4.2775939927,Supplier 4,Delhi,35,578,29,54.7670241542,Pass,1.970532556197584,Air,Route C,537.934758,59.0446181469,469.72247185310005,1,0
skincare,SKU1175,32.34,61,13,409.799953,Female,52,31,17,8,Carrier B,18.0744712913,Supplier 5,Mumbai,55,1362,49,96.7195124347,Pass,0.271863627338725,Air,Route A,475.844723,114.793983726,295.005969274,1,0
haircare,SKU1176,49.33,35,702,33349.600213,Male,180,57,30,11,Carrier B,7.2077499797,Supplier 2,Chennai,6,312,28,39.0176860498,Pass,4.138442360107827,Road,Route C,568.353003,46.225436029499996,33303.3747769705,0,1
skincare,SKU1177,56.15,29,639,36760.25407,Non-binary,31,30,24,14,Carrier B,14.0924123488,Supplier 4,Mumbai,20,485,12,90.4008657524,Fail,0.587409364849158,Air,Route A,572.318212,104.49327810119999,36655.7607918988,0,1
skincare,SKU1178,66.28,99,325,20261.33283,Male,143,28,34,1,Carrier B,10.6328664373,Supplier 1,Chennai,8,1139,13,11.6298493559,Fail,2.462476389748047,Road,Route A,907.445975,22.2627157932,20239.0701142068,0,1
haircare,SKU1179,50.99,83,791,42555.408989,Male,5,6,39,1,Carrier C,9.9822236734,Supplier 1,Mumbai,57,87,56,69.438198533,Pending,0.947148531011557,Air,Route C,843.973433,79.4204222064,42475.9885667936,1,1
haircare,SKU1180,51.22,11,37,1793.677531,Non-binary,134,59,132,7,Carrier C,19.8237543005,Supplier 2,Chennai,37,534,32,30.2795853696,Pass,2.950272619251868,Road,Route B,108.891646,50.1033396701,1743.5741913299,1,0
haircare,SKU1181,38.35,55,667,25732.226288,Female,80,41,148,5,Carrier B,12.4448883171,Supplier 4,Kolkata,46,293,15,94.0206080442,Pass,4.972882185360797,Rail,Route B,732.796436,106.4654963613,25625.760791638702,1,1
haircare,SKU1182,12.2,48,138,1752.622427,Non-binary,152,48,15,11,Carrier A,5.0092513508,Supplier 2,Bangalore,23,983,54,95.4967521553,Pending,0.524731777225168,Road,Route C,255.574472,100.5060035061,1652.1164234939001,0,0
skincare,SKU1183,57.15,17,466,27951.093963,Female,98,13,72,14,Carrier C,14.1144333349,Supplier 5,Mumbai,48,1450,43,34.3481359721,Fail,4.587860561202815,Road,Route B,562.372562,48.462569307,27902.631393693,1,1
haircare,SKU1184,67.84,36,791,58630.951073,Female,124,12,92,8,Carrier B,11.0821078766,Supplier 3,Chennai,23,762,55,17.7085354524,Pending,1.697700420740703,Road,Route C,256.645297,28.790643328999998,58602.160429671,0,1
haircare,SKU1185,58.22,89,282,14960.758144,Male,92,40,128,4,Carrier A,8.6410209482,Supplier 5,Chennai,31,776,53,20.7849202036,Pass,4.04297512377468,Sea,Route B,830.894085,29.425941151799996,14931.3322028482,0,1
skincare,SKU1186,24.93,27,788,21575.125504,Female,175,3,130,4,Carrier A,4.0982514798,Supplier 5,Bangalore,6,961,11,95.7524127008,Fail,3.032801464745645,Road,Route A,635.994007,99.85066418059999,21475.274839819398,0,1
skincare,SKU1187,84.61,11,909,72008.414602,Unknown,62,31,31,6,Carrier A,19.447475982,Supplier 3,Kolkata,11,441,9,92.8165062712,Pass,1.540419379231121,Sea,Route C,251.7725,112.2639822532,71896.15061974681,0,1
skincare,SKU1188,92.61,26,301,25478.919648,Female,57,41,35,4,Carrier B,7.4518313833,Supplier 1,Bangalore,8,620,42,31.2979193094,Pending,2.87714545018755,Rail,Route C,862.119641,38.749750692700005,25440.1698973073,0,1
