product_type,price,stock_levels,original_demand,demand_new,demand_increase,delay_risk_after,profit,profit_after,decision,scenario
skincare,38.89,61,392,411.6,19.600000000000023,1,14944.114232484,14939.3476313324,Reorder Stock,High Demand
skincare,79.34,26,355,372.75,17.75,1,27341.5603862752,27335.85136550272,Reorder Stock,High Demand
haircare,72.77,82,355,372.75,17.75,0,25465.6910592098,25461.88399153078,Reduce Cost,Cost Increase
haircare,19.36,56,459,481.9500000000001,22.950000000000102,1,8459.442500616899,8448.75234637859,Reorder Stock,High Demand
haircare,86.73,172,986,1035.3,49.299999999999955,0,89939.3393002618,89933.52675858798,Reorder Stock,High Demand
skincare,68.22,23,976,1024.8,48.799999999999955,1,60689.6086957282,60681.57843380102,Reorder Stock,High Demand
haircare,75.64,108,294,308.7,14.699999999999989,0,23350.2080752743,23344.01517650173,Reduce Cost,Cost Increase
skincare,18.93,58,831,872.5500000000001,41.55000000000007,0,14355.1124379903,14348.18355328933,Reorder Stock,High Demand
skincare,15.56,18,277,290.85,13.850000000000023,1,3996.8637149514,3992.67969784654,Reorder Stock,High Demand
skincare,85.06,37,208,218.4,10.400000000000006,0,18600.5230522309,18598.28496385399,Reorder Stock,High Demand
cosmetics,65.96,68,791,830.5500000000001,39.55000000000007,1,48971.6368508212,48960.96095750332,Reorder Stock,High Demand
skincare,58.57,123,815,855.75,40.75,1,51489.7616190772,51482.65981248492,Reorder Stock,High Demand
skincare,69.85,34,298,312.90000000000003,14.900000000000034,1,19595.1679650063,19589.27671550693,Reorder Stock,High Demand
haircare,16.54,45,551,578.5500000000001,27.550000000000068,1,8545.6360950455,8535.33252985005,Reorder Stock,High Demand
cosmetics,39.36,173,743,780.15,37.14999999999998,1,29362.903946385,29360.2824538235,Change Supplier,High Delay
haircare,45.82,47,488,512.4,24.399999999999977,0,23025.4379590861,23016.60612099471,Reorder Stock,High Demand
skincare,38.94,80,920,966.0,46.0,1,38137.0320303433,38128.94061617764,Reorder Stock,High Demand
skincare,49.08,104,441,463.05,22.05000000000001,1,23551.4475926552,23543.230296420723,Change Supplier,High Delay
skincare,55.54,145,713,748.65,35.64999999999998,0,36070.9710244072,36061.78920544792,Reorder Stock,High Demand
skincare,84.69,66,975,1023.75,48.75,1,76801.9609200029,76794.7029634032,Reorder Stock,High Demand
skincare,85.81,74,134,140.70000000000002,6.700000000000017,1,10538.6561342708,10529.93591649788,Change Supplier,High Delay
skincare,72.88,99,622,653.1,31.100000000000023,1,47693.575461148605,47687.58873826346,Reorder Stock,High Demand
haircare,9.77,123,696,730.8000000000001,34.80000000000007,1,7387.436573594499,7384.09824925395,Reorder Stock,High Demand
cosmetics,61.61,117,561,589.0500000000001,28.050000000000068,1,34455.7172643116,34444.92490664276,Change Supplier,High Delay
skincare,20.8,35,129,135.45000000000002,6.450000000000017,1,2833.7981266,2824.58710946,Change Supplier,High Delay
skincare,40.09,125,145,152.25,7.25,0,6117.7057607147,6108.21963778617,Reduce Cost,Cost Increase
skincare,88.88,34,795,834.75,39.75,0,65550.85110445009,65542.8463707951,Reorder Stock,High Demand
cosmetics,45.17,138,30,31.5,1.5,1,1229.8482836101998,1224.00786457122,Change Supplier,High Delay
skincare,89.98,25,119,124.95,5.950000000000003,1,10883.7574053136,10876.09313604496,Change Supplier,High Delay
haircare,70.7,49,45,47.25,2.25,1,2912.7165361105,2905.68711362155,Change Supplier,High Delay
cosmetics,54.83,104,140,147.0,7.0,1,7510.3923435906,7508.637295649661,Change Supplier,High Delay
haircare,89.21,45,294,308.7,14.699999999999989,0,23986.77294937209,23980.83770900931,Reorder Stock,High Demand
skincare,20.12,78,430,451.5,21.5,1,8334.3762129168,8327.53118340848,Reorder Stock,High Demand
skincare,19.41,89,648,680.4,32.39999999999998,1,11448.4043277507,11439.47621432577,Reorder Stock,High Demand
cosmetics,70.72,88,659,691.95,32.950000000000045,1,42187.7057884108,42180.54836675188,Reorder Stock,High Demand
skincare,56.21,9,399,418.9500000000001,19.950000000000102,1,22398.1545820756,22387.45263388316,Reorder Stock,High Demand
haircare,25.72,145,136,142.8,6.800000000000011,0,3694.4662750997,3685.01295790967,Reduce Cost,Cost Increase
haircare,83.43,126,29,30.450000000000003,1.4500000000000028,0,2487.8411521326,2485.28320534586,Reduce Cost,Cost Increase
haircare,80.3,141,512,537.6,25.600000000000023,1,42079.7349925765,42069.41209883415,Change Supplier,High Delay
skincare,21.53,186,702,737.1,35.10000000000002,1,16379.6825410101,16375.80084431111,Change Supplier,High Delay
cosmetics,90.33,4,334,350.7,16.69999999999999,0,32843.7717837769,32838.528393454595,Reorder Stock,High Demand
skincare,14.32,133,862,905.1,43.10000000000002,0,11163.4677109828,11152.43381278108,Reorder Stock,High Demand
cosmetics,88.37,195,500,525.0,25.0,1,40637.9091485556,40631.48477211116,Change Supplier,High Delay
skincare,78.63,109,624,655.2,31.200000000000045,1,53179.4590422086,53172.81615572946,Reorder Stock,High Demand
haircare,52.31,156,740,777.0,37.0,0,35977.6884405266,35973.29354327926,Reduce Cost,Cost Increase
skincare,63.42,80,281,295.05,14.050000000000011,1,17329.1802002486,17321.56891067346,Change Supplier,High Delay
cosmetics,31.16,39,527,553.35,26.350000000000023,0,14871.314943605,14863.4129018655,Reorder Stock,High Demand
skincare,26.42,95,421,442.05,21.05000000000001,1,11090.0218300494,11081.79385935434,Change Supplier,High Delay
cosmetics,55.09,30,895,939.75,44.75,1,51020.03894663551,51010.36634719905,Reorder Stock,High Demand
skincare,73.94,27,285,299.25,14.25,1,20804.5180826008,20798.94967666088,Reorder Stock,High Demand
skincare,25.57,1,336,352.8,16.80000000000001,1,8262.4755642628,8253.32194218908,Reorder Stock,High Demand
cosmetics,82.61,72,821,862.0500000000001,41.05000000000007,1,73929.5699145015,73925.39633535164,Reorder Stock,High Demand
haircare,17.37,89,857,899.85,42.85000000000002,1,15962.662114618,15956.5745584798,Reorder Stock,High Demand
cosmetics,22.07,46,864,907.2,43.200000000000045,1,19300.758290583603,19296.634635041963,Reorder Stock,High Demand
haircare,76.35,70,382,401.1,19.100000000000023,1,30362.951057144903,30353.83197315939,Reorder Stock,High Demand
haircare,75.17,73,640,672.0,32.0,0,52852.7174816679,52849.72484683469,Reorder Stock,High Demand
skincare,82.76,30,360,378.0,18.0,1,27492.508042506302,27480.624294156933,Reorder Stock,High Demand
haircare,29.71,191,293,307.65000000000003,14.650000000000034,1,8313.7343332865,8305.44495661515,Change Supplier,High Delay
skincare,57.6,165,357,374.85,17.850000000000023,0,21482.621276909,21471.257264499895,Reduce Cost,Cost Increase
haircare,56.88,126,721,757.0500000000001,36.05000000000007,0,41727.9654201682,41721.34235978502,Reorder Stock,High Demand
haircare,53.31,188,302,317.1,15.100000000000023,0,16019.4802320167,16008.32669681837,Reduce Cost,Cost Increase
cosmetics,80.61,160,490,514.5,24.5,1,39112.4212113258,39106.00492195838,Change Supplier,High Delay
haircare,73.23,133,939,985.95,46.950000000000045,0,68647.0885666266,68645.02319258926,Reorder Stock,High Demand
skincare,54.77,172,497,521.85,24.850000000000023,1,29305.2263335782,29301.600786736017,Change Supplier,High Delay
skincare,69.83,196,224,235.2,11.199999999999989,1,14466.7072553505,14462.202634685553,Change Supplier,High Delay
haircare,41.97,145,847,889.35,42.35000000000002,1,38548.661466548096,38541.81082200291,Reorder Stock,High Demand
haircare,23.72,179,890,934.5,44.5,1,22687.1754709164,22677.97616560804,Reorder Stock,High Demand
haircare,18.62,82,692,726.6,34.60000000000002,0,12667.6897012569,12659.78450938259,Reorder Stock,High Demand
skincare,16.17,161,740,777.0,37.0,1,11474.8557225236,11464.53143657596,Change Supplier,High Delay
cosmetics,24.79,139,160,168.0,8.0,1,3534.9499115038,3525.5495222541804,Change Supplier,High Delay
haircare,32.19,193,544,571.2,27.200000000000045,0,19139.4778532573,19127.91226768303,Reduce Cost,Cost Increase
haircare,11.66,144,262,275.1,13.100000000000023,0,2924.2478282372,2919.07244186092,Reduce Cost,Cost Increase
skincare,68.07,26,742,779.1,37.10000000000002,1,46423.690689254,46419.1565337794,Reorder Stock,High Demand
haircare,75.85,34,945,992.25,47.25,0,74460.947336339,74451.1551727729,Reorder Stock,High Demand
skincare,21.11,81,254,266.7,12.699999999999989,1,5695.0660689935,5690.61474869285,Change Supplier,High Delay
cosmetics,16.35,158,406,426.3,20.30000000000001,1,6517.4365974009,6511.17952054099,Change Supplier,High Delay
skincare,51.53,145,199,208.95,9.949999999999989,1,10445.2178287775,10439.85589145525,Change Supplier,High Delay
cosmetics,26.07,174,21,22.05,1.0500000000000007,1,469.7224718531001,463.8180100384101,Change Supplier,High Delay
skincare,32.34,52,13,13.65,0.6500000000000004,1,295.005969274,283.5265709014,Change Supplier,High Delay
haircare,49.33,180,702,737.1,35.10000000000002,0,33303.3747769705,33298.752233367544,Reduce Cost,Cost Increase
skincare,56.15,31,639,670.95,31.950000000000045,0,36655.7607918988,36645.311464088685,Reorder Stock,High Demand
skincare,66.28,143,325,341.25,16.25,0,20239.0701142068,20236.84384262748,Reduce Cost,Cost Increase
haircare,50.99,5,791,830.5500000000001,39.55000000000007,1,42475.9885667936,42468.046524572965,Reorder Stock,High Demand
haircare,51.22,134,37,38.85,1.8500000000000014,1,1743.5741913299,1738.56385736289,Change Supplier,High Delay
haircare,38.35,80,667,700.35,33.35000000000002,1,25625.760791638702,25615.11424200257,Reorder Stock,High Demand
haircare,12.2,152,138,144.9,6.900000000000006,0,1652.1164234939,1642.06582314329,Reduce Cost,Cost Increase
skincare,57.15,98,466,489.3,23.30000000000001,1,27902.631393693,27897.7851367623,Change Supplier,High Delay
haircare,67.84,124,791,830.5500000000001,39.55000000000007,0,58602.160429671,58599.281365338094,Reorder Stock,High Demand
haircare,58.22,92,282,296.1,14.100000000000023,1,14931.3322028482,14928.38960873302,Change Supplier,High Delay
skincare,24.93,175,788,827.4000000000001,39.40000000000009,0,21475.2748398194,21465.28977340134,Reduce Cost,Cost Increase
skincare,84.61,62,909,954.45,45.450000000000045,0,71896.15061974681,71884.92422152149,Reorder Stock,High Demand
skincare,92.61,57,301,316.05,15.050000000000011,0,25440.1698973073,25436.29492223803,Reorder Stock,High Demand
haircare,5.54,142,963,1011.15,48.14999999999998,1,5817.6844469126,5814.87691130386,Reorder Stock,High Demand
haircare,22.18,133,873,916.65,43.64999999999998,1,20865.937345271897,20862.88784909909,Reorder Stock,High Demand
haircare,53.01,15,617,647.85,30.850000000000023,0,34699.3512989454,34693.99913103994,Reorder Stock,High Demand
cosmetics,94.54,98,596,625.8000000000001,29.800000000000068,1,58013.1241633166,58002.91294224826,Reorder Stock,High Demand
skincare,68.83,155,502,527.1,25.100000000000023,1,35776.6329704352,35767.09589567872,Change Supplier,High Delay
skincare,72.91,5,738,774.9,36.89999999999998,0,56172.7493557792,56164.128116357126,Reorder Stock,High Demand
cosmetics,64.73,10,903,948.15,45.14999999999998,1,63407.5572953522,63397.05810728742,Reorder Stock,High Demand
skincare,64.82,72,60,63.0,3.0,1,4174.033068375999,4167.4259101136,Change Supplier,High Delay
skincare,63.5,108,247,259.35,12.350000000000023,1,14784.3101399352,14779.45010032872,Change Supplier,High Delay
skincare,79.68,193,213,223.65,10.650000000000006,1,16141.6489329019,16135.935077692093,Change Supplier,High Delay
skincare,48.84,31,135,141.75,6.75,1,7042.3160919153,7036.02170850683,Change Supplier,High Delay
skincare,19.39,114,123,129.15,6.150000000000006,0,2537.4406137496003,2531.0766135245603,Reduce Cost,Cost Increase
cosmetics,92.94,69,648,680.4,32.39999999999998,0,64555.7804225654,64552.40512362194,Reorder Stock,High Demand
haircare,79.57,57,964,1012.2,48.200000000000045,1,73540.9458032314,73538.66422125454,Reorder Stock,High Demand
skincare,16.26,145,844,886.2,42.200000000000045,1,13855.0666688529,13848.026843938189,Reorder Stock,High Demand
skincare,22.64,34,821,862.0500000000001,41.05000000000007,0,17038.2222533418,17028.59117307598,Reorder Stock,High Demand
skincare,63.93,85,852,894.6,42.60000000000002,0,51395.201911599295,51388.461477359226,Reorder Stock,High Demand
cosmetics,36.8,21,828,869.4000000000001,41.40000000000009,0,28188.7507101299,28182.27422804289,Reorder Stock,High Demand
skincare,29.44,42,659,691.95,32.950000000000045,0,20322.111897474297,20311.22411292173,Reorder Stock,High Demand
skincare,20.04,52,787,826.35,39.35000000000002,1,15783.996401850502,15775.716059835551,Reorder Stock,High Demand
cosmetics,19.65,182,206,216.3,10.300000000000011,0,3842.4386315906,3839.94902054966,Reduce Cost,Cost Increase
skincare,65.42,112,807,847.35,40.35000000000002,0,57176.066041573,57170.4573490303,Reorder Stock,High Demand
cosmetics,76.17,143,10,10.5,0.5,0,734.823649156,731.2455989716,Reduce Cost,Cost Increase
cosmetics,59.78,32,104,109.2,5.200000000000003,0,6226.4756740682005,6220.9717001750205,Reduce Cost,Cost Increase
haircare,70.83,61,548,575.4,27.399999999999977,1,36503.6470307736,36494.71309495096,Reorder Stock,High Demand
skincare,56.6,191,338,354.90000000000003,16.900000000000034,1,18489.4604460729,18479.088731880187,Change Supplier,High Delay
skincare,27.85,110,712,747.6,35.60000000000002,0,21097.8912022826,21087.84282801086,Reorder Stock,High Demand
cosmetics,43.23,72,521,547.0500000000001,26.050000000000068,0,24276.6668065636,24271.86175551996,Reorder Stock,High Demand
skincare,86.37,146,316,331.8,15.800000000000011,0,28271.6125858062,28264.45216038682,Reduce Cost,Cost Increase
haircare,37.89,36,460,483.0,23.0,1,17847.290614093297,17844.32618690263,Reorder Stock,High Demand
skincare,46.43,77,500,525.0,25.0,0,22705.120476804,22698.7593843844,Reorder Stock,High Demand
skincare,57.18,1,951,998.55,47.549999999999955,1,56310.3799951769,56303.30951089459,Reorder Stock,High Demand
skincare,57.65,4,595,624.75,29.75,0,34133.2653617877,34122.91588796647,Reorder Stock,High Demand
cosmetics,64.16,65,774,812.7,38.700000000000045,1,49570.9405654134,49561.38851705474,Reorder Stock,High Demand
haircare,84.13,44,931,977.55,46.549999999999955,0,85288.59221166761,85281.34990523437,Reorder Stock,High Demand
haircare,21.42,53,95,99.75,4.75,1,1829.0145171429,1826.19463465719,Change Supplier,High Delay
skincare,29.24,150,537,563.85,26.850000000000023,0,17072.8738512106,17063.42643733166,Reduce Cost,Cost Increase
haircare,53.7,107,268,281.40000000000003,13.400000000000034,1,14409.1022478119,14398.27526229309,Change Supplier,High Delay
skincare,91.87,74,579,607.95,28.950000000000045,1,49484.5561098142,49480.89983339562,Reorder Stock,High Demand
skincare,81.61,105,62,65.10000000000001,3.1000000000000085,1,5449.9557380702,5438.63853867722,Change Supplier,High Delay
haircare,27.14,87,726,762.3000000000001,36.30000000000007,0,21081.1077346252,21074.05813148772,Reorder Stock,High Demand
skincare,39.46,8,769,807.45,38.450000000000045,1,27470.6067984155,27461.220464157053,Reorder Stock,High Demand
haircare,76.62,104,433,454.65,21.649999999999977,1,32225.4271427701,32219.00573914711,Change Supplier,High Delay
skincare,38.05,24,825,866.25,41.25,1,33126.987744133,33123.2852132463,Reorder Stock,High Demand
haircare,5.14,83,776,814.8000000000001,38.80000000000007,0,3633.4941066281,3626.79421269091,Reorder Stock,High Demand
haircare,8.07,58,179,187.95,8.949999999999989,1,1395.1171648901002,1384.35818527911,Change Supplier,High Delay
haircare,50.27,46,388,407.4,19.399999999999977,1,18480.58203551,18471.913690261,Reorder Stock,High Demand
cosmetics,28.96,49,539,565.95,26.950000000000045,0,16045.048131516,16033.7542862676,Reorder Stock,High Demand
haircare,36.31,45,533,559.65,26.649999999999977,0,17398.6734754169,17391.00924175859,Reorder Stock,High Demand
skincare,73.3,139,345,362.25,17.25,1,25810.0270792084,25802.43092572924,Change Supplier,High Delay
haircare,44.41,99,772,810.6,38.60000000000002,0,30858.1765589987,30850.08156749857,Reorder Stock,High Demand
cosmetics,91.49,86,119,124.95,5.950000000000003,0,11467.9058570265,11456.93123572915,Reduce Cost,Cost Increase
cosmetics,35.54,25,103,108.15,5.150000000000006,0,3900.1225129009,3898.10252529099,Reduce Cost,Cost Increase
cosmetics,32.89,155,773,811.6500000000001,38.65000000000009,1,27486.9344200716,27479.53598837876,Reorder Stock,High Demand
cosmetics,35.29,151,964,1012.2,48.200000000000045,1,33155.4075557205,33153.78595239255,Reorder Stock,High Demand
haircare,45.75,63,529,555.45,26.450000000000045,1,23159.8573383098,23150.242792440786,Reorder Stock,High Demand
cosmetics,37.81,94,888,932.4,44.39999999999998,1,30870.1708488015,30859.47331438165,Reorder Stock,High Demand
skincare,51.51,133,445,467.25,22.25,0,23087.3721569666,23080.551302863263,Reduce Cost,Cost Increase
haircare,80.24,135,96,100.8,4.799999999999997,1,7237.8337389911,7230.84769019021,Change Supplier,High Delay
skincare,69.31,10,626,657.3000000000001,31.300000000000068,0,40279.8855087112,40277.11099088232,Reorder Stock,High Demand
skincare,62.01,159,507,532.35,25.350000000000023,1,32892.308625889294,32888.66030247823,Change Supplier,High Delay
haircare,46.33,187,397,416.85,19.850000000000023,0,17961.422476068103,17955.86668127491,Reduce Cost,Cost Increase
haircare,53.86,43,926,972.3,46.299999999999955,1,51648.1975795604,51639.16382891644,Reorder Stock,High Demand
haircare,11.63,65,271,284.55,13.550000000000011,0,3166.0720813578,3162.21495119358,Reduce Cost,Cost Increase
skincare,37.34,50,692,726.6,34.60000000000002,0,27523.608228494,27516.3835822434,Reorder Stock,High Demand
skincare,15.05,84,658,690.9,32.89999999999998,1,9339.9516887489,9335.00514932379,Reorder Stock,High Demand
skincare,28.64,103,59,61.95,2.950000000000003,1,1599.9638387141,1592.45474108551,Change Supplier,High Delay
skincare,28.0,97,541,568.0500000000001,27.050000000000068,0,13612.6880117526,13607.38823252786,Reorder Stock,High Demand
skincare,32.03,76,969,1017.45,48.450000000000045,1,30125.7627213097,30121.61151224067,Reorder Stock,High Demand
skincare,18.06,85,469,492.4500000000001,23.450000000000102,0,7626.211164219801,7617.892994241781,Reorder Stock,High Demand
haircare,33.58,146,720,756.0,36.0,1,24186.5485902425,24177.63734706675,Reorder Stock,High Demand
cosmetics,94.07,71,906,951.3,45.299999999999955,0,87047.4048205396,87036.96245249355,Reorder Stock,High Demand
skincare,95.1,92,332,348.6,16.600000000000023,1,29561.8787123826,29557.501623320863,Change Supplier,High Delay
skincare,15.5,195,668,701.4,33.39999999999998,1,10426.2628813219,10419.74128775409,Change Supplier,High Delay
skincare,98.85,2,426,447.3,21.30000000000001,0,40295.5537850376,40287.20797954136,Reorder Stock,High Demand
skincare,86.64,44,989,1038.45,49.450000000000045,0,81843.91255636669,81833.77859900336,Reorder Stock,High Demand
skincare,75.02,128,571,599.5500000000001,28.550000000000068,0,42980.9294990948,42970.83018370428,Reduce Cost,Cost Increase
haircare,51.14,130,287,301.35,14.350000000000023,0,13702.7936971573,13693.04722447303,Reduce Cost,Cost Increase
skincare,73.42,88,702,737.1,35.10000000000002,1,55758.8906298649,55753.86775705139,Reorder Stock,High Demand
skincare,12.87,81,195,204.75,9.75,1,2534.1086131827,2529.74689550097,Change Supplier,High Delay
cosmetics,93.4,155,866,909.3,43.299999999999955,0,78646.4218491245,78636.92590163695,Reorder Stock,High Demand
skincare,71.26,96,271,284.55,13.550000000000011,1,18597.1318781336,18594.25235854696,Change Supplier,High Delay
skincare,77.81,56,899,943.95,44.950000000000045,0,65246.3055936976,65236.23057606736,Reorder Stock,High Demand
cosmetics,12.17,185,810,850.5,40.5,1,9533.2351534996,9521.59286344956,Change Supplier,High Delay
cosmetics,81.64,24,816,856.8000000000001,40.80000000000007,0,70795.24402113451,70789.40198524795,Reorder Stock,High Demand
haircare,16.78,126,969,1017.45,48.450000000000045,0,16530.0153089046,16522.08213969506,Reorder Stock,High Demand
cosmetics,90.67,4,747,784.35,37.35000000000002,0,61113.6843196563,61105.53156842193,Reorder Stock,High Demand
cosmetics,83.45,27,505,530.25,25.25,1,41079.0667706748,41069.45793264228,Reorder Stock,High Demand
haircare,49.35,68,601,631.0500000000001,30.050000000000068,1,31104.22097199289,31095.257974692187,Reorder Stock,High Demand
haircare,79.84,176,646,678.3000000000001,32.30000000000007,0,53227.9992297372,53218.54009401092,Reduce Cost,Cost Increase
cosmetics,66.09,131,403,423.15,20.149999999999977,1,29024.8863676287,29014.25838759157,Change Supplier,High Delay
haircare,65.52,124,404,424.2000000000001,20.200000000000102,1,25211.849539683903,25209.12222005229,Change Supplier,High Delay
cosmetics,37.91,151,271,284.55,13.550000000000011,1,9674.0798330281,9663.60636703091,Change Supplier,High Delay
skincare,12.93,71,517,542.85,25.850000000000023,0,6578.7301058747,6572.64160886217,Reorder Stock,High Demand
cosmetics,69.56,67,918,963.9,45.89999999999998,1,68154.4019469179,68151.85138860969,Reorder Stock,High Demand
skincare,11.98,191,838,879.9000000000001,41.90000000000009,1,10435.6546085485,10426.86789450335,Change Supplier,High Delay
haircare,63.91,107,296,310.8,14.800000000000011,1,18805.827020372497,18803.92323620975,Change Supplier,High Delay
skincare,91.72,24,358,375.9,17.899999999999977,0,35660.8849767137,35650.91755568507,Reorder Stock,High Demand
skincare,32.7,128,319,334.95,15.949999999999989,1,11059.0700997839,11052.938711562289,Change Supplier,High Delay
skincare,11.24,86,985,1034.25,49.25,1,11369.8341893749,11363.95886941239,Reorder Stock,High Demand
haircare,61.45,92,851,893.5500000000001,42.55000000000007,1,52088.3780276775,52079.76357114525,Reorder Stock,High Demand
haircare,68.12,33,812,852.6,40.60000000000002,0,51270.4918008772,51265.127274464925,Reorder Stock,High Demand
haircare,69.99,166,612,642.6,30.600000000000023,1,46706.8695229027,46701.88202089297,Change Supplier,High Delay
haircare,88.62,105,920,966.0,46.0,1,84092.53810833249,84087.40983736575,Reorder Stock,High Demand
cosmetics,57.93,16,621,652.0500000000001,31.050000000000068,0,35432.5812955079,35421.23042445869,Reorder Stock,High Demand
cosmetics,50.03,60,316,331.8,15.800000000000011,0,16466.5825560129,16463.87363241419,Reorder Stock,High Demand
haircare,16.74,32,790,829.5,39.5,0,14309.815098983,14306.0591121813,Reorder Stock,High Demand
cosmetics,18.14,120,284,298.2,14.199999999999989,0,5237.7031157533,5232.582665228631,Reduce Cost,Cost Increase
skincare,63.74,108,101,106.05,5.049999999999997,0,6893.6529387428,6885.08817431708,Reduce Cost,Cost Increase
cosmetics,80.65,100,883,927.15,44.14999999999998,1,70452.3401842054,70443.69009142593,Reorder Stock,High Demand
skincare,47.29,61,495,519.75,24.75,1,24248.5617333173,24238.55489014903,Reorder Stock,High Demand
haircare,53.94,43,119,124.95,5.950000000000003,1,6969.2038990426,6963.34722584686,Change Supplier,High Delay
skincare,62.24,27,380,399.0,19.0,1,22979.075457090097,22969.36470459911,Reorder Stock,High Demand
cosmetics,62.08,16,116,121.8,5.799999999999997,0,6419.081513229699,6410.02904735267,Reorder Stock,High Demand
cosmetics,82.6,143,340,357.0,17.0,0,26514.7354974413,26506.61998188543,Reduce Cost,Cost Increase
cosmetics,51.1,71,300,315.0,15.0,1,16244.9378224718,16239.86549191898,Change Supplier,High Delay
skincare,41.14,105,515,540.75,25.75,1,19908.2039471129,19903.16775952419,Reorder Stock,High Demand
cosmetics,22.36,178,792,831.6,39.60000000000002,1,17270.1551937632,17264.45492783952,Change Supplier,High Delay
haircare,46.59,11,522,548.1,26.100000000000023,1,22091.463276917,22085.6552039087,Reorder Stock,High Demand
skincare,32.04,168,13,13.65,0.6500000000000004,1,381.5949016394,379.02250520334,Change Supplier,High Delay
skincare,94.91,156,703,738.15,35.14999999999998,1,66418.6037154438,66413.47984328818,Change Supplier,High Delay
cosmetics,39.74,182,344,361.2,17.19999999999999,0,13655.2673190434,13651.43792464774,Reduce Cost,Cost Increase
cosmetics,15.4,16,735,771.75,36.75,0,11536.7926361856,11527.46084130416,Reorder Stock,High Demand
cosmetics,16.53,63,666,699.3000000000001,33.30000000000007,1,11661.0942738829,11656.484681471193,Reorder Stock,High Demand
skincare,89.06,83,384,403.2000000000001,19.200000000000102,0,34577.6121635079,34569.14145885869,Reduce Cost,Cost Increase
haircare,72.4,126,767,805.35,38.35000000000002,0,58016.8877748651,58008.33488075161,Reorder Stock,High Demand
haircare,44.99,192,225,236.25,11.25,1,9472.0069174025,9468.623248942751,Change Supplier,High Delay
skincare,69.63,164,26,27.3,1.3000000000000007,1,1730.66816571,1726.699672281,Change Supplier,High Delay
skincare,19.52,141,406,426.3,20.30000000000001,0,7228.657025648499,7217.433861413349,Reduce Cost,Cost Increase
cosmetics,13.34,51,973,1021.65,48.64999999999998,0,12083.4179040532,12072.29421215852,Reorder Stock,High Demand
cosmetics,24.83,76,725,761.25,36.25,0,16395.541799479,16392.338666126903,Reorder Stock,High Demand
haircare,80.63,156,172,180.6,8.599999999999994,1,15008.25982459,14997.261359749,Change Supplier,High Delay
skincare,52.37,190,970,1018.5,48.5,1,45823.1075417552,45813.79151423072,Reorder Stock,High Demand
haircare,64.18,59,930,976.5,46.5,1,62638.295228105606,62635.001348916165,Reorder Stock,High Demand
haircare,86.94,45,914,959.7,45.700000000000045,1,83664.742480749,83657.8483701239,Reorder Stock,High Demand
skincare,80.81,27,226,237.3,11.300000000000011,0,19955.466419645,19944.6668239095,Reorder Stock,High Demand
skincare,19.75,152,813,853.6500000000001,40.65000000000009,1,16744.705248136102,16735.74346084971,Reorder Stock,High Demand
cosmetics,47.71,18,562,590.1,28.100000000000023,1,25525.777201794703,25518.64328877417,Reorder Stock,High Demand
skincare,66.51,30,766,804.3000000000001,38.30000000000007,1,53135.1705903657,53129.12734800227,Reorder Stock,High Demand
cosmetics,53.68,101,204,214.2,10.199999999999989,1,10803.1367328822,10797.87728207042,Change Supplier,High Delay
haircare,85.58,110,963,1011.15,48.14999999999998,1,87577.0854368692,87569.69987805611,Reorder Stock,High Demand
haircare,41.61,145,888,932.4,44.39999999999998,1,38257.852903494,38251.4146204434,Reorder Stock,High Demand
skincare,78.92,78,875,918.75,43.75,0,69076.40175642629,69071.59902016893,Reorder Stock,High Demand
skincare,80.96,140,327,343.35,16.350000000000023,1,28479.0649025318,28473.666145084982,Change Supplier,High Delay
haircare,45.14,191,54,56.7,2.700000000000003,0,2525.7392014953,2517.2658896448297,Reduce Cost,Cost Increase
cosmetics,75.0,166,706,741.3000000000001,35.30000000000007,0,55368.1688272015,55358.60703202165,Reduce Cost,Cost Increase
haircare,41.94,57,363,381.15,18.149999999999977,0,16136.9271764087,16133.479258149571,Reorder Stock,High Demand
skincare,42.62,86,580,609.0,29.0,1,23418.0585623156,23412.24285584716,Reorder Stock,High Demand
haircare,71.89,66,377,395.85,18.850000000000023,1,25936.8331611908,25930.66278690988,Reorder Stock,High Demand
skincare,40.02,123,933,979.65,46.64999999999998,1,36599.044637347,36587.5982458817,Reorder Stock,High Demand
skincare,91.69,189,753,790.65,37.64999999999998,1,73664.0108500204,73653.95804962244,Change Supplier,High Delay
cosmetics,49.09,79,388,407.4,19.399999999999977,0,18385.1852136373,18374.87194330103,Reorder Stock,High Demand
cosmetics,32.8,172,788,827.4000000000001,39.40000000000009,0,27380.892698621603,27376.68484268376,Reduce Cost,Cost Increase
skincare,22.77,132,75,78.75,3.75,1,1777.7584724572,1770.86542760292,Change Supplier,High Delay
cosmetics,17.06,136,693,727.65,34.64999999999998,1,11083.0578679547,11081.15881285017,Reorder Stock,High Demand
skincare,41.81,23,74,77.7,3.700000000000003,0,3162.0561427691,3159.4837033460103,Reduce Cost,Cost Increase
skincare,85.36,188,44,46.2,2.200000000000003,1,3749.8864045651,3739.21965832161,Change Supplier,High Delay
cosmetics,69.61,183,842,884.1,42.10000000000002,1,63050.0578530844,63040.61027889284,Change Supplier,High Delay
haircare,39.61,116,284,298.2,14.199999999999989,0,11855.9039510809,11852.40895128899,Reduce Cost,Cost Increase
cosmetics,24.27,20,652,684.6,32.60000000000002,0,15942.8337939157,15937.14478420727,Reorder Stock,High Demand
