Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU1197,63.5,74,247,14832.910536,Female,108,25,25,8,Carrier C,5.4327434636,Supplier 3,Chennai,48,1325,15,43.1676526012,Fail,3.566256057399876,Sea,Route B,951.16458
skincare,SKU1198,79.68,33,213,16198.787485,Female,193,57,180,13,Carrier C,12.545281282,Supplier 5,Mumbai,35,767,14,44.5932708161,Pass,4.354615743317592,Road,Route C,914.988325
skincare,SKU1199,48.84,5,135,7105.259926,Female,31,26,12,9,Carrier B,5.235458372,Supplier 1,Chennai,49,406,27,57.7083757127,Pass,2.411474085969195,Road,Route C,825.3504
skincare,SKU1200,19.39,33,123,2601.080616,Non-binary,114,38,140,7,Carrier C,15.2338219499,Supplier 3,Bangalore,23,723,43,48.4061803005,Pass,3.893638987230505,Road,Route B,495.498053
cosmetics,SKU1201,92.94,60,648,64589.533412,Unknown,69,39,113,4,Carrier A,2.3306692813,Supplier 3,Mumbai,16,941,36,31.4223201533,Pending,4.293095710107909,Road,Route B,112.876741
haircare,SKU1202,79.57,45,964,73563.761623,Female,57,10,31,7,Carrier B,12.5059948636,Supplier 5,Chennai,55,432,42,10.309824905,Pending,1.531257341982648,Road,Route A,496.119434
skincare,SKU1203,16.26,51,844,13925.464918,Female,145,26,15,9,Carrier C,18.6179841901,Supplier 2,Delhi,33,415,55,51.780264957,Pass,2.029579304110229,Rail,Route C,249.866839
skincare,SKU1204,22.64,15,821,17134.533056,Unknown,34,15,23,13,Carrier A,8.6751734999,Supplier 2,Delhi,5,686,31,87.6356291583,Pending,1.288094143900955,Road,Route A,853.457113
skincare,SKU1205,63.93,66,852,51462.606254,Unknown,85,59,161,12,Carrier B,2.5420257334,Supplier 5,Mumbai,24,377,48,64.8623166673,Pending,1.850063570383045,Road,Route C,925.147518
cosmetics,SKU1206,36.8,92,828,28253.515531,Female,21,54,122,1,Carrier C,12.7122445371,Supplier 1,Bangalore,20,619,42,52.052576333,Pass,2.607663947200998,Road,Route B,635.994352
skincare,SKU1207,29.44,55,659,20430.989743,Female,42,34,10,5,Carrier A,16.4506487596,Supplier 4,Mumbai,13,1103,22,92.4271967661,Pending,0.738891215952186,Rail,Route C,611.714938
skincare,SKU1208,20.04,82,787,15866.799822,Female,52,6,26,14,Carrier A,18.6693079398,Supplier 2,Mumbai,41,1000,31,64.1341122097,Pass,0.962094992155145,Air,Route A,391.351808
cosmetics,SKU1209,19.65,58,206,3867.334742,Female,182,6,140,1,Carrier B,9.3355194288,Supplier 2,Chennai,27,433,40,15.5605909806,Pass,1.339148688793252,Sea,Route C,365.61344
skincare,SKU1210,65.42,74,807,57232.152967,Female,112,43,12,3,Carrier B,8.5712660936,Supplier 4,Bangalore,20,977,51,47.5156593334,Pending,3.11912445667857,Rail,Route B,289.983224
cosmetics,SKU1211,76.17,94,10,770.604151,Non-binary,143,42,12,7,Carrier B,13.4784095194,Supplier 5,Bangalore,8,836,15,22.3020923246,Pass,2.325022944335674,Road,Route B,465.405196
cosmetics,SKU1212,59.78,12,104,6281.515413,Female,32,45,127,2,Carrier C,18.3516402899,Supplier 5,Chennai,12,298,24,36.6880986419,Pending,0.837491580437074,Road,Route A,390.978213
haircare,SKU1213,70.83,18,548,36592.986389,Female,61,46,173,11,Carrier B,18.516020249,Supplier 2,Bangalore,39,1024,6,70.8233379774,Fail,3.117866425062404,Road,Route A,447.46114
skincare,SKU1214,56.6,66,338,18593.177588,Non-binary,191,8,110,1,Carrier B,10.1714908785,Supplier 1,Bangalore,37,1223,10,93.5456510486,Pass,4.230521704157853,Rail,Route A,627.372261
skincare,SKU1215,27.85,74,712,21198.374945,Non-binary,110,32,25,4,Carrier B,7.0421219685,Supplier 4,Bangalore,18,637,25,93.4416207489,Pending,4.152818245454355,Road,Route B,750.466691
cosmetics,SKU1216,43.23,81,521,24324.717317,Unknown,72,12,41,2,Carrier C,19.4980077975,Supplier 2,Kolkata,27,1099,49,28.5525026389,Pass,0.902962697082915,Rail,Route B,886.509431
skincare,SKU1217,86.37,95,316,28343.21684,Male,146,11,56,9,Carrier C,16.9611213472,Supplier 3,Mumbai,12,335,40,54.6431328466,Pass,2.914226311600745,Road,Route B,260.759266
haircare,SKU1218,37.89,79,460,17876.934886,Male,36,11,129,5,Carrier C,19.3300136324,Supplier 1,Kolkata,47,364,55,10.3142582743,Pending,3.422460027794077,Road,Route C,140.380717
skincare,SKU1219,46.43,7,500,22768.731401,Unknown,77,10,32,14,Carrier C,1.8649844962,Supplier 4,Kolkata,23,196,48,61.7459396998,Fail,1.704830162129354,Road,Route A,150.500331
skincare,SKU1220,57.18,93,951,56381.084838,Non-binary,1,22,159,9,Carrier C,14.6494556339,Supplier 5,Chennai,39,58,51,56.0553871892,Pending,0.79530345844167,Rail,Route A,874.330511
skincare,SKU1221,57.65,34,595,34236.7601,Unknown,4,48,64,11,Carrier A,10.4019422886,Supplier 4,Mumbai,21,582,20,93.0927959237,Fail,0.986448616395576,Road,Route A,231.539214
cosmetics,SKU1222,64.16,37,774,49666.461049,Male,65,32,154,12,Carrier A,11.9008993326,Supplier 4,Chennai,34,592,27,83.619584254,Pass,1.386086119216696,Road,Route B,450.472188
haircare,SKU1223,84.13,23,931,85361.015276,Male,44,37,156,11,Carrier A,12.410378541,Supplier 3,Chennai,16,570,46,60.0126857914,Pending,4.156397568341921,Road,Route A,146.442289
haircare,SKU1224,21.42,38,95,1857.213342,Female,53,32,119,14,Carrier B,16.4483930328,Supplier 1,Bangalore,38,84,10,11.7504318243,Pass,3.709089137100363,Rail,Route C,760.892782
skincare,SKU1225,29.24,40,537,17167.34799,Male,150,25,74,6,Carrier A,8.1585870639,Supplier 4,Delhi,18,411,15,86.3155517255,Pass,1.841974156290231,Road,Route B,320.399677
haircare,SKU1226,53.7,4,268,14517.372103,Female,107,59,126,4,Carrier A,13.0093891008,Supplier 2,Bangalore,40,249,29,95.2604660873,Pending,4.913113179643486,Rail,Route A,149.12228
skincare,SKU1227,91.87,25,579,49521.118874,Female,74,2,129,6,Carrier B,3.577000511,Supplier 5,Delhi,42,724,49,32.9857636748,Pass,2.586416784357098,Road,Route B,198.41854
skincare,SKU1228,81.61,32,62,5563.127732,Female,105,39,142,3,Carrier B,17.5761043168,Supplier 2,Chennai,47,603,59,95.595889613,Pass,2.364654187988742,Road,Route B,507.299196
haircare,SKU1229,27.14,78,726,21151.603766,Female,87,8,24,3,Carrier A,18.1240840306,Supplier 1,Chennai,27,315,13,52.3719473442,Pending,2.804102790793015,Road,Route A,263.249188
skincare,SKU1230,39.46,63,769,27564.470141,Female,8,22,129,12,Carrier B,9.9233295433,Supplier 3,Kolkata,58,1366,35,83.9400130412,Fail,0.692548886163392,Road,Route B,654.667
haircare,SKU1231,76.62,72,433,32289.641179,Female,104,36,81,10,Carrier C,8.7172255532,Supplier 2,Chennai,45,1182,55,55.4968106767,Pending,0.526907386613826,Sea,Route C,803.975577
skincare,SKU1232,38.05,16,825,33164.013053,Male,24,22,168,11,Carrier A,10.9789153197,Supplier 3,Kolkata,42,446,28,26.0463935473,Pending,3.241499636888947,Air,Route B,189.576805
haircare,SKU1233,5.14,84,776,3700.493046,Unknown,83,56,62,3,Carrier B,1.2937547194,Supplier 4,Mumbai,26,268,33,65.7051846525,Pass,4.833821107803663,Road,Route A,860.825941
haircare,SKU1234,8.07,91,179,1502.706961,Female,58,10,39,5,Carrier A,15.4486723478,Supplier 1,Kolkata,54,637,51,92.1411237621,Fail,3.12955743872681,Sea,Route C,830.014844
haircare,SKU1235,50.27,1,388,18567.265488,Unknown,46,35,59,13,Carrier B,8.234583871,Supplier 1,Mumbai,32,861,54,78.448868619,Pending,3.233443584196884,Rail,Route A,526.797952
cosmetics,SKU1236,28.96,9,539,16157.986584,Female,49,55,141,5,Carrier B,18.354054646,Supplier 5,Kolkata,8,342,55,94.584397838,Pass,1.579665579903047,Air,Route B,884.167285
haircare,SKU1237,36.31,96,533,17475.315812,Male,45,22,21,14,Carrier B,4.3428910171,Supplier 4,Mumbai,5,1440,48,72.299445566,Pending,4.438444978619748,Air,Route C,232.735577
skincare,SKU1238,73.3,78,345,25885.988614,Female,139,3,55,3,Carrier C,10.6433378681,Supplier 5,Bangalore,46,1272,53,65.3181969235,Fail,3.601431919647536,Air,Route B,446.422395
haircare,SKU1239,44.41,29,772,30939.126474,Female,99,7,42,4,Carrier B,6.3944475274,Supplier 5,Mumbai,9,483,39,74.5554674739,Pass,0.53437711991049,Road,Route A,122.889107
cosmetics,SKU1240,91.49,93,119,11577.65207,Unknown,86,46,65,2,Carrier B,10.8002399316,Supplier 5,Mumbai,15,754,14,98.9459730419,Pending,3.148997416812572,Air,Route B,726.060523
cosmetics,SKU1241,35.54,76,103,3920.322389,Non-binary,25,47,138,6,Carrier B,7.3990629858,Supplier 2,Bangalore,28,1412,13,12.8008131133,Pending,3.363948061519923,Road,Route B,191.911328
cosmetics,SKU1242,32.89,69,773,27560.918737,Male,155,41,120,9,Carrier A,1.1820392869,Supplier 4,Kolkata,41,994,46,72.8022776415,Pass,3.815906548884186,Road,Route A,235.868494
cosmetics,SKU1243,35.29,79,964,33171.623589,Male,151,36,67,5,Carrier A,2.3384538254,Supplier 3,Chennai,57,1209,11,13.8775794541,Pass,3.209354113012181,Road,Route B,739.392227
haircare,SKU1244,45.75,99,529,23256.002797,Male,63,57,15,12,Carrier B,10.95994666,Supplier 3,Bangalore,33,1463,25,85.1855120302,Pass,1.344466082319943,Rail,Route A,817.424956
cosmetics,SKU1245,37.81,2,888,30977.146193,Male,94,32,50,10,Carrier C,19.738747273,Supplier 3,Bangalore,42,1371,41,87.2365969255,Pending,0.109745104735002,Road,Route A,296.198474
skincare,SKU1246,51.51,66,445,23155.580698,Male,133,20,164,13,Carrier C,5.991642336,Supplier 1,Kolkata,17,923,29,62.2168986974,Fail,1.765571397946504,Road,Route A,664.690735
haircare,SKU1247,80.24,85,96,7307.694227,Non-binary,135,9,54,1,Carrier A,5.4995403759,Supplier 3,Kolkata,41,1432,47,64.360947633,Pass,4.184828696860762,Road,Route A,883.020274
skincare,SKU1248,69.31,50,626,40307.630687,Non-binary,10,35,196,7,Carrier C,12.4820445634,Supplier 4,Kolkata,8,1221,25,15.2631337254,Pass,2.9233479299066,Road,Route A,506.250909
skincare,SKU1249,62.01,90,507,32928.79186,Male,159,52,99,5,Carrier C,1.1225394163,Supplier 5,Chennai,40,716,25,35.3606946944,Fail,2.06167162339698,Road,Route C,378.641483
haircare,SKU1250,46.33,27,397,18016.980424,Female,187,43,78,6,Carrier C,9.3669146924,Supplier 3,Bangalore,11,704,15,46.1910332395,Pending,0.58391042606836,Sea,Route B,171.734266
haircare,SKU1251,53.86,34,926,51738.535086,Female,43,31,196,11,Carrier C,7.3169533115,Supplier 5,Bangalore,57,1181,53,83.0205531281,Fail,0.093363398638714,Road,Route A,130.27944
haircare,SKU1252,11.63,85,271,3204.643383,Female,65,46,123,9,Carrier B,17.4195788885,Supplier 1,Mumbai,12,1427,38,21.1517227537,Pass,4.945479142075557,Rail,Route B,733.402905
skincare,SKU1253,37.34,41,692,27595.854691,Non-binary,50,34,104,11,Carrier C,19.6616081649,Supplier 5,Delhi,12,305,25,52.5848543411,Fail,4.045456137655512,Road,Route C,225.114447
skincare,SKU1254,15.05,27,658,9389.417083,Non-binary,84,34,150,13,Carrier C,2.719878061,Supplier 1,Mumbai,32,849,12,46.7455161901,Fail,3.532952023740284,Rail,Route B,416.867296
skincare,SKU1255,28.64,94,59,1675.054815,Female,103,10,129,12,Carrier A,5.7606733748,Supplier 1,Mumbai,49,255,41,69.3303029111,Pass,1.336033010046739,Road,Route C,819.392651
skincare,SKU1256,28.0,80,541,13665.685804,Female,97,53,119,7,Carrier A,1.2141194776,Supplier 3,Mumbai,27,1095,22,51.7836727698,Pass,4.421174396848086,Road,Route C,214.459478
skincare,SKU1257,32.03,55,969,30167.274812,Female,76,6,141,12,Carrier B,18.7301067194,Supplier 3,Kolkata,39,630,43,22.7819839709,Pending,2.913111317266226,Road,Route C,732.486935
skincare,SKU1258,18.06,21,469,7709.392864,Female,85,58,84,11,Carrier A,6.2481452017,Supplier 2,Chennai,18,777,30,76.9335545785,Pass,0.485357707471025,Road,Route C,403.468925
haircare,SKU1259,33.58,13,720,24275.661022,Female,146,57,41,3,Carrier C,7.1413394628,Supplier 1,Bangalore,36,380,49,81.9710922947,Pass,0.632371612560767,Sea,Route A,597.16942
cosmetics,SKU1260,94.07,66,906,87151.828501,Male,71,46,91,9,Carrier B,7.5531911049,Supplier 4,Delhi,18,102,52,96.8704893555,Fail,2.658973023824672,Sea,Route C,129.658758
skincare,SKU1261,95.1,8,332,29605.649603,Female,92,6,46,1,Carrier C,14.035443321,Supplier 1,Kolkata,42,416,35,29.7354472964,Pending,1.667723778154007,Road,Route A,912.06576
skincare,SKU1262,15.5,48,668,10491.478817,Male,195,44,111,13,Carrier A,5.0254642549,Supplier 4,Chennai,30,1432,30,60.1904714232,Pass,1.726475050544874,Road,Route B,898.829841
skincare,SKU1263,98.85,57,426,40379.01184,Female,2,44,180,14,Carrier A,6.3882435602,Supplier 3,Chennai,26,506,37,77.0698114022,Fail,4.617213448499069,Road,Route C,796.619175
skincare,SKU1264,86.64,29,989,81945.25213,Female,44,9,31,3,Carrier B,9.1499549584,Supplier 5,Mumbai,7,56,45,92.1896186749,Pass,3.19188988657067,Road,Route C,750.677674
skincare,SKU1265,75.02,33,571,43081.922653,Female,128,51,171,12,Carrier C,18.7412050697,Supplier 5,Delhi,28,546,5,82.2519488355,Pending,3.636478170094549,Road,Route C,997.382816
haircare,SKU1266,51.14,87,287,13800.258424,Female,130,58,70,6,Carrier C,4.6389918254,Supplier 5,Mumbai,27,128,50,92.8257350173,Pending,2.421919810310527,Road,Route C,925.924738
skincare,SKU1267,73.42,4,702,55809.119358,Male,88,13,167,1,Carrier A,19.2885028326,Supplier 3,Kolkata,33,1027,19,30.9402253025,Pass,2.692320630077419,Road,Route B,848.382658
skincare,SKU1268,12.87,91,195,2577.72579,Unknown,81,1,176,13,Carrier C,17.8428226155,Supplier 1,Chennai,57,1435,8,25.7743542018,Pending,1.072490173034838,Rail,Route A,773.374354
cosmetics,SKU1269,93.4,77,866,78741.381324,Male,155,26,147,8,Carrier A,4.4436506594,Supplier 1,Mumbai,25,928,53,90.5158242161,Pending,3.093813655199977,Road,Route A,958.216562
skincare,SKU1270,71.26,99,271,18625.927074,Male,96,36,177,3,Carrier A,18.5706050423,Supplier 5,Chennai,47,1321,21,10.2245908241,Pending,1.31893609180942,Sea,Route A,819.786431
skincare,SKU1271,77.81,42,899,65347.05577,Female,56,42,62,7,Carrier A,2.8188929384,Supplier 4,Chennai,25,390,36,97.931283364,Pass,0.5605082614266,Air,Route C,642.207937
cosmetics,SKU1272,12.17,87,810,9649.658054,Non-binary,185,21,68,8,Carrier A,17.4688729552,Supplier 2,Chennai,59,900,32,98.9540275452,Fail,1.128690888203861,Air,Route A,208.328286
cosmetics,SKU1273,81.64,67,816,70853.66438,Female,24,48,126,6,Carrier B,19.4527917904,Supplier 2,Chennai,24,789,41,38.9675670751,Pending,1.911593045505106,Rail,Route A,481.977243
haircare,SKU1274,16.78,27,969,16609.347001,Female,126,37,16,14,Carrier A,14.4658665535,Supplier 2,Delhi,21,1348,35,64.8658255419,Pass,2.155662774721291,Air,Route A,164.305979
cosmetics,SKU1275,90.67,44,747,61195.211832,Unknown,4,47,177,6,Carrier C,12.4651673114,Supplier 1,Kolkata,26,227,20,69.0623450323,Pass,4.359461164574805,Air,Route B,795.087724
cosmetics,SKU1276,83.45,90,505,41175.155151,Female,27,2,75,12,Carrier A,8.5553473081,Supplier 5,Chennai,43,1482,41,87.5330330171,Pending,1.584540960941975,Road,Route C,921.023623
haircare,SKU1277,49.35,43,601,31193.850945,Unknown,68,33,55,9,Carrier A,13.8107971064,Supplier 5,Kolkata,30,123,28,75.8191759007,Pending,0.535913435014808,Road,Route A,107.813088
haircare,SKU1278,79.84,56,646,53322.590587,Male,176,31,65,5,Carrier A,19.6954976055,Supplier 2,Chennai,23,853,41,74.8958596573,Pass,3.356482354168963,Air,Route A,436.837043
cosmetics,SKU1279,66.09,66,403,29131.166168,Male,131,27,67,8,Carrier A,11.4821298761,Supplier 3,Kolkata,54,1042,53,94.7976704952,Fail,1.072697595507157,Road,Route C,737.07328
haircare,SKU1280,65.52,28,404,25239.122736,Female,124,13,71,4,Carrier C,2.1565806405,Supplier 4,Mumbai,37,1227,28,25.1166156756,Fail,0.587156978707415,Rail,Route A,998.343238
cosmetics,SKU1281,37.91,21,271,9778.814493,Male,151,3,123,1,Carrier B,17.3559904589,Supplier 2,Delhi,46,1333,29,87.378669513,Pending,1.089119831347483,Air,Route A,752.378154
skincare,SKU1282,12.93,41,517,6639.615076,Male,71,23,12,12,Carrier A,9.5449555203,Supplier 1,Bangalore,7,1416,44,51.340014605,Fail,3.031890475123233,Sea,Route A,680.227047
cosmetics,SKU1283,69.56,54,918,68179.90753,Male,67,33,159,1,Carrier C,6.0615034158,Supplier 5,Bangalore,42,777,56,19.4440796663,Pass,1.468976762449166,Road,Route A,870.953615
skincare,SKU1284,11.98,2,838,10523.521749,Female,191,41,63,9,Carrier C,7.6704232076,Supplier 2,Mumbai,29,770,50,80.1967172439,Pass,1.830689370508852,Sea,Route B,803.304001
haircare,SKU1285,63.91,76,296,18824.864862,Unknown,107,31,77,10,Carrier B,7.9474673176,Supplier 1,Delhi,57,1021,58,11.0903743099,Pass,4.919801726491073,Air,Route A,119.884372
skincare,SKU1286,91.72,4,358,35760.559187,Male,24,20,10,14,Carrier C,14.4339367935,Supplier 1,Delhi,8,964,34,85.2402734928,Pending,2.699651105425895,Road,Route B,628.946455
skincare,SKU1287,32.7,37,319,11120.383982,Male,128,48,98,5,Carrier B,17.8877594021,Supplier 3,Mumbai,51,989,24,43.426122814,Fail,3.237444375630033,Road,Route B,753.682035
skincare,SKU1288,11.24,2,985,11428.587389,Male,86,32,40,3,Carrier C,19.7938483027,Supplier 4,Mumbai,56,149,24,38.9593513224,Pass,1.820056971923174,Sea,Route C,656.481773
haircare,SKU1289,61.45,84,851,52174.522593,Female,92,44,69,6,Carrier A,16.041793851,Supplier 5,Chennai,35,926,56,70.1027714715,Pass,2.652029611337618,Road,Route C,651.632365
haircare,SKU1290,68.12,46,812,51324.137065,Male,33,45,30,11,Carrier B,10.7971954806,Supplier 5,Kolkata,18,150,56,42.8480686422,Pass,1.30337381444645,Rail,Route B,840.801602
haircare,SKU1291,69.99,53,612,46756.744543,Female,166,4,154,6,Carrier C,11.7832099832,Supplier 3,Bangalore,47,1250,44,38.0918101141,Pending,2.136296067437077,Road,Route A,956.387932
haircare,SKU1292,88.62,89,920,84143.820818,Male,105,12,155,12,Carrier C,1.0234559675,Supplier 5,Mumbai,40,816,43,50.2592537,Pending,1.061830293432375,Road,Route C,596.650775
cosmetics,SKU1293,57.93,31,621,35546.090006,Female,16,11,138,12,Carrier B,18.6217643246,Supplier 4,Chennai,20,88,49,94.8869461675,Pass,4.724637187034535,Rail,Route C,143.999407
cosmetics,SKU1294,50.03,89,316,16493.671792,Male,60,43,152,6,Carrier C,7.3524368279,Supplier 5,Delhi,28,78,9,19.7367991592,Pending,3.860135150717822,Road,Route A,432.886185
haircare,SKU1295,16.74,6,790,14347.374967,Female,32,13,79,1,Carrier B,12.0643008224,Supplier 1,Kolkata,22,391,30,25.4955671946,Pass,2.740443579519024,Rail,Route C,479.737568
cosmetics,SKU1296,18.14,86,284,5288.907621,Unknown,120,24,106,11,Carrier C,3.2240727203,Supplier 3,Kolkata,17,507,18,47.9804325264,Pass,2.209339507854167,Rail,Route B,478.493739
skincare,SKU1297,63.74,27,101,6979.300583,Male,108,29,172,10,Carrier C,8.8706407789,Supplier 4,Bangalore,7,669,58,76.7770034783,Pending,1.879912747131076,Rail,Route A,178.384826
cosmetics,SKU1298,80.65,21,883,70538.841112,Female,100,39,109,11,Carrier C,14.4057958394,Supplier 5,Bangalore,36,160,29,72.0951319552,Pass,4.007253346116415,Air,Route C,344.614377
skincare,SKU1299,47.29,38,495,24348.630165,Female,61,9,12,6,Carrier A,5.2353123978,Supplier 4,Bangalore,30,1334,53,94.8331192849,Pending,2.613729162109885,Road,Route A,451.363135
haircare,SKU1300,53.94,19,119,7027.770631,Non-binary,43,12,131,8,Carrier C,17.9264341837,Supplier 1,Kolkata,32,1434,34,40.6402977737,Pass,3.599163805905635,Air,Route B,928.401962
skincare,SKU1301,62.24,86,380,23076.182982,Female,27,53,139,2,Carrier C,9.6757236346,Supplier 5,Bangalore,52,378,16,87.4318012753,Pass,0.027307611625042,Sea,Route C,177.19548
cosmetics,SKU1302,62.08,10,116,6509.606172,Female,16,44,70,11,Carrier A,9.4909890411,Supplier 1,Mumbai,25,152,27,81.0336697292,Pass,1.354016578751277,Sea,Route C,890.131251
cosmetics,SKU1303,82.6,58,340,26595.890653,Female,143,43,72,11,Carrier C,6.9995836253,Supplier 3,Delhi,28,406,17,74.1555719334,Fail,4.918538281675589,Road,Route B,926.416452
cosmetics,SKU1304,51.1,54,300,16295.661128,Female,71,46,146,1,Carrier A,1.4557987421,Supplier 3,Mumbai,40,398,24,49.2675067861,Pass,1.379191580126469,Road,Route B,475.247815
skincare,SKU1305,41.14,48,515,19958.565823,Non-binary,105,32,120,3,Carrier A,8.937889755,Supplier 3,Delhi,43,1092,29,41.4239861321,Pass,3.011449835344957,Rail,Route A,744.894161
cosmetics,SKU1306,22.36,5,792,17327.157853,Male,178,45,144,10,Carrier C,19.3144000211,Supplier 2,Mumbai,57,871,33,37.6882592157,Pass,2.346298264205795,Sea,Route C,582.216982
haircare,SKU1307,46.59,17,522,22149.544007,Male,11,2,137,5,Carrier C,17.4459261912,Supplier 4,Chennai,30,576,26,40.6348038918,Pending,4.385428636315177,Road,Route A,930.090755
skincare,SKU1308,32.04,24,13,407.318866,Female,168,57,130,3,Carrier C,8.3598113045,Supplier 1,Mumbai,34,1056,39,17.3641530561,Pass,4.180856694092094,Rail,Route B,480.347091
skincare,SKU1309,94.91,94,703,66469.842437,Female,156,52,160,6,Carrier A,18.6008964189,Supplier 1,Kolkata,47,342,17,32.6378251373,Pass,1.842874333187313,Air,Route B,792.018496
cosmetics,SKU1310,39.74,50,344,13693.561263,Unknown,182,14,48,14,Carrier A,3.8136689228,Supplier 4,Mumbai,21,1066,24,34.4802750338,Pending,2.707214056104856,Rail,Route B,738.178013
cosmetics,SKU1311,15.4,52,735,11630.110585,Unknown,16,3,70,1,Carrier A,12.6758549138,Supplier 1,Chennai,9,406,27,80.6420939006,Pass,0.544491451422467,Rail,Route C,978.56326
cosmetics,SKU1312,16.53,30,666,11707.190198,Female,63,16,186,4,Carrier C,3.3657939078,Supplier 5,Chennai,47,649,49,42.7301302093,Pending,1.587383817695684,Road,Route A,603.853123
skincare,SKU1313,89.06,58,384,34662.31921,Male,83,2,181,10,Carrier B,8.3573620128,Supplier 4,Bangalore,23,1340,30,76.3496844793,Pass,3.509352193528226,Air,Route A,862.231076
haircare,SKU1314,72.4,67,767,58102.416716,Female,126,39,196,10,Carrier A,19.5200019979,Supplier 1,Chennai,13,889,25,66.008939137,Pass,2.08395482751852,Road,Route B,687.212334
haircare,SKU1315,44.99,63,225,9505.843602,Unknown,192,36,143,5,Carrier A,8.1615933146,Supplier 5,Delhi,42,676,29,25.6750912829,Pass,3.855039413660904,Sea,Route B,451.042359
skincare,SKU1316,69.63,24,26,1770.3531,Unknown,164,22,107,11,Carrier A,15.4156964826,Supplier 4,Mumbai,47,1268,26,24.2692378074,Pending,4.347721785889204,Road,Route A,917.881135
skincare,SKU1317,19.52,46,406,7340.888668,Male,141,10,18,2,Carrier A,18.4917056003,Supplier 1,Delhi,27,558,26,93.7399367512,Pass,1.44932534166885,Road,Route B,871.199159
cosmetics,SKU1318,13.34,83,973,12194.654823,Non-binary,51,32,66,11,Carrier B,16.7474739555,Supplier 5,Kolkata,22,888,37,94.4894449913,Pass,0.038708778993274,Air,Route B,542.509564
cosmetics,SKU1319,24.83,97,725,16427.573133,Non-binary,76,6,52,6,Carrier C,1.8884402624,Supplier 3,Delhi,9,1424,18,30.1428932586,Pending,3.39035334087232,Sea,Route C,812.070789
haircare,SKU1320,80.63,7,172,15118.244473,Non-binary,156,19,34,4,Carrier C,10.7903128581,Supplier 3,Delhi,38,333,13,99.1943355519,Fail,3.471065112005251,Rail,Route B,949.715739
skincare,SKU1321,52.37,64,970,45916.267817,Female,190,40,97,9,Carrier A,19.9261882337,Supplier 4,Mumbai,32,503,46,73.2340870111,Fail,1.562148327787048,Rail,Route C,311.777558
haircare,SKU1322,64.18,80,930,62671.23402,Female,59,42,191,3,Carrier C,15.6560447986,Supplier 4,Kolkata,47,124,44,17.2827470958,Pass,2.816751923894763,Road,Route C,831.794841
haircare,SKU1323,86.94,40,914,83733.683587,Male,45,26,88,13,Carrier A,15.4686388839,Supplier 5,Kolkata,45,100,29,53.4724673671,Fail,4.062414905741107,Air,Route A,712.316973
skincare,SKU1324,80.81,72,226,20063.462377,Unknown,27,28,55,6,Carrier C,18.1872293012,Supplier 5,Bangalore,22,253,35,89.8087280538,Pass,3.533558500099958,Road,Route B,392.795044
skincare,SKU1325,19.75,62,813,16834.323121,Female,152,9,192,12,Carrier A,4.4732005747,Supplier 3,Kolkata,30,379,21,85.1446722892,Pass,4.397550444171475,Road,Route C,301.308038
cosmetics,SKU1326,47.71,73,562,25597.116332,Female,18,13,122,6,Carrier A,13.4245060286,Supplier 4,Delhi,30,977,34,57.9146241767,Pending,2.663906965962304,Air,Route A,994.716443
skincare,SKU1327,66.51,16,766,53195.603014,Male,30,49,150,9,Carrier A,18.86791906,Supplier 5,Bangalore,48,1393,57,41.5645045743,Pass,3.717949912565553,Air,Route B,964.788522
cosmetics,SKU1328,53.68,20,204,10855.731241,Male,101,36,183,13,Carrier C,3.2136288546,Supplier 5,Chennai,32,1157,40,49.3808792632,Pass,4.921463859134765,Air,Route C,487.394206
haircare,SKU1329,85.58,29,963,87650.941025,Male,110,43,25,13,Carrier B,2.7170252217,Supplier 5,Chennai,43,1193,46,71.1385629091,Pass,0.534982575675152,Rail,Route C,596.320016
haircare,SKU1330,41.61,24,888,38322.235734,Non-binary,145,58,35,13,Carrier B,19.9378360675,Supplier 4,Chennai,53,1184,40,44.4449944385,Pass,0.091868079347474,Road,Route A,553.318332
skincare,SKU1331,78.92,37,875,69124.429119,Female,78,46,120,12,Carrier C,8.5709346523,Supplier 1,Delhi,12,1134,9,39.4564279214,Fail,0.314558255680457,Sea,Route C,685.449986
skincare,SKU1332,80.96,11,327,28533.052477,Male,140,42,197,1,Carrier C,11.4880813178,Supplier 5,Chennai,29,456,55,42.4994931504,Pending,3.002186044497938,Air,Route A,491.276554
haircare,SKU1333,45.14,91,54,2610.47232,Male,191,51,139,1,Carrier C,7.9637233556,Supplier 2,Chennai,20,560,7,76.7693951491,Fail,4.251058061109768,Road,Route B,236.054528
cosmetics,SKU1334,75.0,91,706,55463.786779,Male,166,54,175,8,Carrier C,15.5491884407,Supplier 5,Chennai,18,1420,53,80.0687633578,Pending,0.785096536917758,Rail,Route C,778.454433
haircare,SKU1335,41.94,40,363,16171.406359,Unknown,57,1,180,7,Carrier B,17.6632272199,Supplier 5,Kolkata,20,282,34,16.8159553714,Pending,3.68108685586432,Sea,Route C,444.316335
